t_s,qin_m3s,qout_m3s,u,L_m,P_Pa,n_in_mols,n_out_mols,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing,L_est_m,P_est_Pa,n_est_mol,res_L,res_P
265.0,0.005,0.0015684747780139,0.55,1.240791577552182,103995.582461089,4.0,4.134225546135486,1.240791577552182,103995.582461089,1.2384188175089366,103796.85261818628,False,False,1.237325635311102,103940.59748469657,323.7994919579383,0.0009719318301917301,-154.72210694562818
265.5,0.005,0.0015687612981124,0.55,1.241363450669163,103995.56791570788,4.0,4.1342142845974585,1.241363450669163,103995.56791570788,1.2358758472948852,104256.97499997789,False,False,1.2381343917129137,103969.33423453226,323.7941971435904,-0.002022504966743721,309.5037871943641
266.0,0.005,0.0015690477421346,0.55,1.2419352760454745,103995.55337422086,4.0,4.134203026041461,1.2419352760454745,103995.55337422086,1.24427428937757,103442.7174914412,False,False,1.2384819069431088,103937.63677687115,323.6547515962214,0.0055675379574848805,-529.8856730484113
266.5,0.005,0.0015693341101287,0.55,1.242507053693786,103995.53883662925,4.0,4.134191770468991,1.242507053693786,103995.53883662925,1.2424627366618095,104203.21905312692,False,False,1.2396888028701,103969.22184420402,323.6116120550866,0.0034081800732297385,258.3368166728178
267.0,0.005,0.0015696204021426,0.55,1.2430787836267625,103995.52430293385,4.0,4.134180517881033,1.2430787836267625,103995.52430293385,1.229455716147535,103924.44251663816,False,False,1.2392726563523477,103955.82827686435,323.6187052586141,-0.010805317176822316,-48.05925261120137
267.5,0.005,0.0015699066182245,0.55,1.2436504658570582,103995.5097731352,4.0,4.134169268278285,1.2436504658570582,103995.5097731352,1.2443216788513416,104237.79091243588,False,False,1.240595149296637,103987.8958113436,323.5634593564967,0.004476622395162,277.00374802319857
268.0,0.005,0.0015701927584221,0.55,1.244222100397321,103995.49524723318,4.0,4.134158021661144,1.244222100397321,103995.49524723318,1.2307934962259135,103717.78231109957,False,False,1.2399210230782156,103955.11621908627,323.5404860999829,-0.010373619851929528,-271.05784528978984
268.5,0.005,0.0015704788227833,0.55,1.2447936872601906,103995.48072522772,4.0,4.134146778029579,1.2447936872601906,103995.48072522772,1.2386289110049975,103809.94361780476,False,False,1.2401348541058728,103946.13012621852,323.4874551801848,-0.0018644649403556368,-150.219961779585
269.0,0.005,0.0015707648113558,0.55,1.245365226458298,103995.46620711828,4.0,4.134135537383533,1.245365226458298,103995.46620711828,1.2424216903661194,104668.20161056504,False,False,1.2418036731237982,104010.61628510013,323.49241466993914,0.0017144109090652115,715.8956014728174
269.5,0.005,0.0015710507241874,0.55,1.2459367180042666,103995.451692904,4.0,4.134124299722605,1.2459367180042666,103995.451692904,1.2251839852251536,103746.46604777285,False,False,1.2405609111239932,103967.49030369968,323.50398054076646,-0.01719132537855783,-262.2614294759114
270.0,0.005,0.0015713365613258,0.55,1.2465081619107123,103995.43718258398,4.0,4.134113065046186,1.2465081619107123,103995.43718258398,1.247423236389312,103783.6290203616,False,False,1.2414199721145416,103963.76595193849,323.39168313098656,0.006290150525344318,-187.3563038114953
270.5,0.005,0.0015716223228183,0.55,1.2470795581902423,103995.42267615708,4.0,4.134101833353583,1.2470795581902423,103995.42267615708,1.2485893916873858,103912.44806500756,False,False,1.2424804800114104,103971.26983038659,323.29069123837627,0.006597279407930534,-55.2780106060527
271.0,0.005,0.0015719080087127,0.55,1.247650906855457,103995.40817362197,4.0,4.134090604643938,1.247650906855457,103995.40817362197,1.2460706649212103,103688.64055587586,False,False,1.242929430639966,103955.40557648595,323.18873576288723,0.0030182090346686508,-285.6471712433704
271.5,0.005,0.0015721936190562,0.55,1.2482222079189478,103995.39367497712,4.0,4.134079378916253,1.2482222079189478,103995.39367497712,1.243979035194232,104352.53071088222,False,False,1.244063595134456,103991.85592230613,323.16906146163393,0.0004775068738396282,392.1181327808008
272.0,0.005,0.0015724791538964,0.55,1.2487934613932985,103995.3791802211,4.0,4.134068156169367,1.2487934613932985,103995.3791802211,1.2450574247922168,104512.88317448238,False,False,1.245364462270677,104033.86534834438,323.14700649795896,0.00042219302067492137,520.587165084391
272.5,0.005,0.0015727646132805,0.55,1.2493646672910848,103995.3646893521,4.0,4.134056936402192,1.2493646672910848,103995.3646893521,1.2395992726049745,103784.1328693771,False,False,1.2450697596933995,104002.10198215564,323.0829051217355,-0.006336296474248826,-244.94303160150594
273.0,0.005,0.0015730499972558,0.55,1.2499358256248754,103995.35020236835,4.0,4.134045719613353,1.2499358256248754,103995.35020236835,1.2472388219275872,103477.5405486644,False,False,1.2450787557056395,103961.78710363364,322.9566122127674,0.0015976125238374994,-523.7203436999116
273.5,0.005,0.0015733353058696,0.55,1.2505069364072303,103995.33571926809,4.0,4.134034505801513,1.2505069364072303,103995.33571926809,1.244980818372082,104346.92891016533,False,False,1.246100900705129,103995.25250593305,322.9407086770414,-0.000669790834335382,380.93954444583505
274.0,0.005,0.0015736205391689,0.55,1.2510779996507024,103995.3212400493,4.0,4.134023294965299,1.2510779996507024,103995.3212400493,1.2519948535775764,104327.83839358682,False,False,1.2475681632871385,104027.93594434237,322.8700867520908,0.005322520695395516,332.57605259101547
274.5,0.005,0.0015739056972011,0.55,1.2516490153678357,103995.30676470998,4.0,4.134012087103225,1.2516490153678357,103995.30676470998,1.239607654472387,104241.80452236356,False,False,1.2477050315439555,104030.87755249592,322.8631609917775,-0.008531491020330906,217.93312276467623
275.0,0.005,0.001574190780013,0.55,1.252219983571167,103995.29229324816,4.0,4.134000882213728,1.252219983571167,103995.29229324816,1.2545758826612785,104342.24572367284,False,False,1.2492331073755452,104059.06198136281,322.7713298832041,0.006299909774080126,315.7984491406969
275.5,0.005,0.0015744757876517,0.55,1.252790904273225,103995.27782566164,4.0,4.133989680295322,1.252790904273225,103995.27782566164,1.2542230932080016,103735.02024591452,False,False,1.2497562410791303,104031.33649397695,322.62396326011515,0.004419453736818957,-316.1141149248433
276.0,0.005,0.0015747607201642,0.55,1.253361777486531,103995.26336194835,4.0,4.133978481346332,1.253361777486531,103995.26336194835,1.251946149164744,103944.7144393468,False,False,1.2503547505481707,104022.26257896202,322.52561959211164,0.0016191424434643942,-82.12501194818469
276.5,0.005,0.0015750455775974,0.55,1.2539326032235982,103995.24890210616,4.0,4.13396728536518,1.2539326032235982,103995.24890210616,1.2495405549927354,103580.016020804,False,False,1.2502213615357176,103982.37003549286,322.4175711531229,-0.0013850020361709792,-438.8744885043707
277.0,0.005,0.0015753303599981,0.55,1.254503381496932,103995.23444613274,4.0,4.133956092350213,1.254503381496932,103995.23444613274,1.2600267804216332,103569.785597257,False,False,1.2510241103191717,103962.2330727877,322.2610267558548,0.009234201942579734,-414.1937777598214
277.5,0.005,0.0015756150674132,0.55,1.2550741123190297,103995.21999402596,4.0,4.133944902299687,1.2550741123190297,103995.21999402596,1.238428095251091,104289.55038620684,False,False,1.250908071587583,103976.15099155327,322.31777435455604,-0.013167366719714746,323.1808971274586
278.0,0.005,0.0015758996998894,0.55,1.2556447957023815,103995.20554578357,4.0,4.1339337152119695,1.2556447957023815,103995.20554578357,1.2602493290838328,103793.63156705064,False,False,1.2519775775725432,103974.4325413818,322.1870549482291,0.008770035614899419,-184.9070320884639
278.5,0.005,0.0015761842574734,0.55,1.2562154316594694,103995.19110140324,4.0,4.133922531085316,1.2562154316594694,103995.19110140324,1.258645806321373,104679.06257960926,False,False,1.2540026987503563,104039.93655345486,322.15245181091893,0.006097078984382387,702.0290968909248
279.0,0.005,0.0015764687402118,0.55,1.2567860202027674,103995.17666088272,4.0,4.1339113499179945,1.2567860202027674,103995.17666088272,1.2596197831281135,104017.4306938775,False,False,1.2549789695710556,104039.08041216449,322.0352685055474,0.005046758490856673,-16.91983661366976
279.5,0.005,0.0015767531481514,0.55,1.2573565613447422,103995.16222421972,4.0,4.133900171708247,1.2573565613447422,103995.16222421972,1.2611896872690689,103803.03477964962,False,False,1.2557197296504827,104022.04764600973,321.8956575914519,0.005640464529484968,-230.56088523814105
280.0,0.005,0.0015770374813386,0.55,1.2579270550978523,103995.14779141187,4.0,4.133888996454344,1.2579270550978523,103995.14779141187,1.2513906110319235,104234.5133525238,False,False,1.2561627516701415,104029.95215639581,321.86814898291874,-0.004899480165210024,215.83452924364246
280.5,0.005,0.00157732173982,0.55,1.258497501474549,103995.13336245692,4.0,4.133877824154468,1.258497501474549,103995.13336245692,1.2559029008915346,104535.51206973674,False,False,1.2573446192022264,104065.1938272925,321.8384995987796,-0.0008300965340553024,509.91538964706706
281.0,0.005,0.001577605923642,0.55,1.2590679004872751,103995.11893735248,4.0,4.133866654806891,1.2590679004872751,103995.11893735248,1.2654384837994388,104140.95822518005,False,False,1.2586662803071236,104072.27502833224,321.70529771355325,0.007524068565726516,84.5002347521804
281.5,0.005,0.0015778900328511,0.55,1.2596382521484668,103995.10451609622,4.0,4.133855488409808,1.2596382521484668,103995.10451609622,1.263944644589298,103629.96096485812,False,False,1.2590554565864276,104033.75818959181,321.5405812190681,0.004708748554853148,-432.69379128750006
282.0,0.005,0.0015781740674936,0.55,1.2602085564705512,103995.0900986858,4.0,4.133844324961432,1.2602085564705512,103995.0900986858,1.2622756841249776,104106.3909392513,False,False,1.259954081768174,104038.29600353887,321.4491839490895,0.002650260372558888,77.47608430677792
282.5,0.005,0.0015784580276158,0.55,1.2607788134659486,103995.07568511882,4.0,4.13383316445996,1.2607788134659486,103995.07568511882,1.2456356110147522,104407.75510343885,False,False,1.2597625630801488,104044.87368096613,321.49197661344607,-0.014888317992743039,374.87189575370576
283.0,0.005,0.001578741913264,0.55,1.2613490231470712,103995.06127539302,4.0,4.133822006903593,1.2613490231470712,103995.06127539302,1.2667278942959033,103847.08899068512,False,False,1.260618517913325,104031.05503096599,321.34886830245074,0.0063955336087540005,-191.55473769413948
283.5,0.005,0.0015790257244844,0.55,1.261919185526324,103995.04686950592,4.0,4.133810852290573,1.261919185526324,103995.04686950592,1.273613895446255,103762.95428228252,False,False,1.2618898149606255,104020.46483680171,321.16703852933705,0.012425513345387218,-263.5866111700452
284.0,0.005,0.0015793094613232,0.55,1.262489300616103,103995.0324674552,4.0,4.133799700619011,1.262489300616103,103995.0324674552,1.2725860155465318,104299.96684086409,False,False,1.2636973017249176,104052.05292434244,321.0524941115211,0.01012633650317385,282.70015635529126
284.5,0.005,0.0015795931238265,0.55,1.263059368428799,103995.01806923856,4.0,4.133788551887161,1.263059368428799,103995.01806923856,1.26539814891649,104037.00839138914,False,False,1.264352109055203,104045.64135811516,320.9558869188942,0.0011314477345272245,-7.900079287588596
285.0,0.005,0.0015798767120405,0.55,1.2636293889767922,103995.00367485356,4.0,4.133777406093209,1.2636293889767922,103995.00367485356,1.2480526029407504,103664.24104404871,False,False,1.2629877503149636,103988.97035187866,320.94105464265016,-0.016868915037660193,-375.04983299129526
285.5,0.005,0.0015801602260111,0.55,1.264199362272457,103994.98928429784,4.0,4.133766263235346,1.264199362272457,103994.98928429784,1.2736248104147372,103881.0653038234,False,False,1.2642667028780965,103993.16474802252,320.804024244778,0.010066973277596647,-108.65094985191536
286.0,0.005,0.0015804436657843,0.55,1.2647692883281596,103994.97489756905,4.0,4.133755123311757,1.2647692883281596,103994.97489756905,1.263296741960962,103768.27615027926,False,False,1.2644050172504964,103973.5797277353,320.7273909689585,-0.0015398995639634983,-225.10332077732892
286.5,0.005,0.0015807270314061,0.55,1.2653391671562586,103994.9605146648,4.0,4.133743986320621,1.2653391671562586,103994.9605146648,1.240013970675589,104083.84111412591,False,False,1.263000780288482,103954.8338176131,320.83417170290426,-0.024961169037400532,107.58040603135305
287.0,0.005,0.0015810103229223,0.55,1.2659089987691048,103994.94613558274,4.0,4.133732852260133,1.2659089987691048,103994.94613558274,1.2696810728001768,104027.8514896308,False,False,1.2641803837079442,103972.62236647139,320.7507741018748,0.006109866044323065,67.96529343255679
287.5,0.005,0.0015812935403788,0.55,1.2664787831790416,103994.93176032048,4.0,4.133721721128494,1.2664787831790416,103994.93176032048,1.2515570653482462,104340.06587323856,False,False,1.2641175397287805,103988.55134996794,320.8072833181121,-0.013193469061277163,364.6412357202207
288.0,0.005,0.0015815766838214,0.55,1.2670485203984048,103994.91738887566,4.0,4.13371059292388,1.2670485203984048,103994.91738887566,1.254084114596454,104207.81690147004,False,False,1.264079332285175,103993.97121764923,320.8284841518528,-0.010603422177927868,218.47020027939288
288.5,0.005,0.0015818597532959,0.55,1.2676182104395222,103994.90302124592,4.0,4.133699467644479,1.2676182104395222,103994.90302124592,1.2612686215157836,103525.84282303712,False,False,1.2637368577673578,103952.79129508266,320.7415857509963,-0.0033806569523433527,-468.2423285671248
289.0,0.005,0.0015821427488479,0.55,1.2681878533147142,103994.88865742888,4.0,4.133688345288499,1.2681878533147142,103994.88865742888,1.280913765093543,104116.98581686546,False,False,1.2659288117524912,103990.67161549353,320.60143182105736,0.01660652175837196,158.8844852510374
289.5,0.005,0.0015824256705231,0.55,1.2687574490362936,103994.87429742218,4.0,4.133677225854096,1.2687574490362936,103994.87429742218,1.2650489954945097,104263.9539933242,False,False,1.2667400215867335,104011.159750225,320.5694539184344,-0.0014496416141789314,272.7591047794558
290.0,0.005,0.0015827085183671,0.55,1.2693269976165658,103994.85994122346,4.0,4.133666109339501,1.2693269976165658,103994.85994122346,1.2720369134939329,104131.62372133332,False,False,1.2678746847980256,104024.56464519133,320.47767298005414,0.004727337982594504,122.517265692004
290.5,0.005,0.0015829912924254,0.55,1.269896499067828,103994.84558883036,4.0,4.13365499574289,1.269896499067828,103994.84558883036,1.2873761787053504,,False,True,1.270084044202586,104045.62790567697,320.28335460217886,0.018932167513595832,
291.0,0.005,0.0015832739927437,0.55,1.2704659534023708,103994.83124024051,4.0,4.133643885062474,1.2704659534023708,103994.83124024051,1.2864062510289287,103829.95814243949,False,False,1.2717128758396778,104041.69357015504,320.08015051038285,0.015753272876956714,-209.28951323484944
291.5,0.005,0.0015835566193673,0.55,1.2710353606324762,103994.8168954516,4.0,4.133632777296417,1.2710353606324762,103994.8168954516,1.2700018264742026,103709.56734726582,False,False,1.271632240019998,104005.94679182547,319.9796338326303,-0.0022798875168374977,-326.2283288456092
292.0,0.005,0.0015838391723417,0.55,1.2716047207704193,103994.80255446116,4.0,4.1336216724429615,1.2716047207704193,103994.80255446116,1.269189510549814,104273.82356203393,False,False,1.2723136041612544,104022.79239162459,319.9515376892056,-0.0030119294329113977,269.29401826237154
292.5,0.005,0.0015841216517123,0.55,1.2721740338284673,103994.78821726696,4.0,4.133610570500263,1.2721740338284673,103994.78821726696,1.2595653274875718,103675.14881582125,False,False,1.2712775354329573,103975.06547534709,319.9262128458872,-0.013317252778744404,-344.10830527076905
293.0,0.005,0.0015844040575243,0.55,1.27274329981888,103994.7738838665,4.0,4.133599471466542,1.27274329981888,103994.7738838665,1.265798719077064,103346.91262403318,False,False,1.270479106545587,103919.47950340225,319.84873843228746,-0.0060483529419745885,-630.6309038465115
293.5,0.005,0.0015846863898231,0.55,1.2733125187539094,103994.75955425756,4.0,4.133588375339951,1.2733125187539094,103994.75955425756,1.277566102230037,104302.34953765466,False,False,1.2721056701628373,103966.75067617332,319.8035425875713,0.0065168387872294176,373.3255486202397
294.0,0.005,0.001584968648654,0.55,1.2738816906458004,103994.74522843778,4.0,4.133577282118767,1.2738816906458004,103994.74522843778,1.277838998263897,103777.48975073716,False,False,1.2728557458191623,103961.1177328721,319.69828551624494,0.00516377748527197,-192.7897556471289
294.5,0.005,0.001585250834062,0.55,1.27445081550679,103994.7309064048,4.0,4.13356619180119,1.27445081550679,103994.7309064048,1.2755531978185295,103902.9110461019,False,False,1.2735225535507038,103962.94260322204,319.62572724567093,0.002127907570952825,-62.4483756221307
295.0,0.005,0.0015855329460924,0.55,1.275019893349108,103994.7165881562,4.0,4.133555104385417,1.275019893349108,103994.7165881562,1.284967909924747,103575.32278368708,False,False,1.2744922567829966,103948.81650809925,319.46863455962983,0.01087588544931406,-391.6289002806443
295.5,0.005,0.0015858149847902,0.55,1.2755889241849765,103994.70227368968,4.0,4.13354401986959,1.2755889241849765,103994.70227368968,1.2678652440546443,103597.04399758816,False,False,1.2739721187004605,103917.4717726241,319.4332512249645,-0.007196543770171537,-357.57496216954314
296.0,0.005,0.0015860969502005,0.55,1.2761579080266094,103994.68796300294,4.0,4.133532938251977,1.2761579080266094,103994.68796300294,1.2755971428247748,103647.71131041026,False,False,1.2742586025652065,103906.31385179595,319.36538645736016,0.0010551376680723035,-279.5630106110184
296.5,0.005,0.0015863788423683,0.55,1.2767268448862148,103994.67365609364,4.0,4.133521859530785,1.2767268448862148,103994.67365609364,1.2840392747711629,,False,True,1.2756271364805398,103929.55342146916,319.2764332667188,0.009210698330742062,
297.0,0.005,0.0015866606613387,0.55,1.2772957347759917,103994.65935295937,4.0,4.133510783704248,1.2772957347759917,103994.65935295937,1.283137193838271,104105.65907580616,False,False,1.2770315337186167,103960.66423513531,319.2073728567104,0.006940428750483507,167.8477853876975
297.5,0.005,0.0015869424071564,0.55,1.2778645777081323,103994.64505359788,4.0,4.133499710770517,1.2778645777081323,103994.64505359788,1.2885740354654565,103305.30168887063,False,False,1.2776285758967076,103924.4261746152,319.02613973881176,0.010973299193893338,-659.6551383767801
298.0,0.005,0.0015872240798663,0.55,1.2784333736948212,103994.63075800677,4.0,4.133488640727871,1.2784333736948212,103994.63075800677,1.2824035777624718,104220.28271039216,False,False,1.2789503621137124,103961.79887097116,318.9859143897302,0.0042054883608173554,286.9430591418786
298.5,0.005,0.0015875056795134,0.55,1.2790021227482358,103994.61646618374,4.0,4.133477573574496,1.2790021227482358,103994.61646618374,1.2759080971922674,103640.01701734716,False,False,1.278768334623854,103935.24913105299,318.9257852915789,-0.0036112971830357665,-325.92712821412715
299.0,0.005,0.0015877872061423,0.55,1.2795708248805453,103994.60217812646,4.0,4.133466509308613,1.2795708248805453,103994.60217812646,1.2831927474831692,103674.70865074024,False,False,1.2793047204545915,103925.95727456146,318.83441489408364,0.0038551015951751033,-268.06977839095634
299.5,0.005,0.0015880686597978,0.55,1.2801394801039123,103994.58789383262,4.0,4.133455447928443,1.2801394801039123,103994.58789383262,1.2701135281400713,104197.94451025513,False,False,1.279396304379795,103943.91787465374,318.8787817691087,-0.009760551513064986,263.269627510439
300.0,0.005,0.0015883500405246,0.55,1.2807080884304916,103994.57361329989,4.0,4.133444389432229,1.2807080884304916,103994.57361329989,1.2643134951150603,103972.18343354556,False,False,1.2786622855062515,103933.19962151453,318.9319249737283,-0.015651982270281417,21.843468103004852
300.5,0.005,0.0015886313483673,0.55,1.2812766498724304,104239.20357367083,5.5,4.133433333818169,1.2812766498724304,104239.20357367083,1.2870833676814022,103778.27343779863,False,False,1.2793515469378882,104162.41534303628,319.5543445208137,0.007851741730882988,-407.17778832154
301.0,0.005,0.0016034014621045,0.55,1.2818427496287463,104453.62371286216,5.5,4.318669108821992,1.2818427496287463,104453.62371286216,1.2812913463005362,105007.00151903246,False,False,1.28087627595713,104437.82211878888,320.2196894664512,0.001372785780405561,620.9616242546472
301.5,0.005,0.0016162696282439,0.55,1.2824067046907055,104642.58737121736,5.5,4.4747281216089325,1.2824067046907055,104642.58737121736,1.2854908009548758,104384.40088973512,False,False,1.2814503438859581,104613.55439052432,320.69078772991435,0.004050337245569358,-244.16884171745915
302.0,0.005,0.001627557226851,0.55,1.2829687784862305,104809.82678442758,5.5,4.607880117341491,1.2829687784862305,104809.82678442758,1.2659919348478164,104884.02157001184,False,False,1.2807924684499536,104772.48875745412,321.2557213681499,-0.016020841314394074,99.98228095597005
302.5,0.005,0.0016375125453737,0.55,1.2835291930620014,104958.34642420146,5.5,4.722593717475233,1.2835291930620014,104958.34642420146,1.279878052814747,105018.31352878382,False,False,1.2813577798376194,104931.04013833347,321.6749863847427,-0.0014753645808398552,93.27353276831855
303.0,0.005,0.0016463323853087,0.55,1.28408813766445,105090.6115622039,5.5,4.82217970578548,1.28408813766445,105090.6115622039,1.2780895665271348,105514.00971076288,False,False,1.2822180484031105,105099.48469341638,322.0894153933507,-0.0038275928510604906,447.83725247118855
303.5,0.005,0.0016541758901113,0.55,1.284645775016098,105208.6757090552,5.5,4.90916632414354,1.284645775016098,105208.6757090552,1.2760036538687314,105071.97505842143,False,False,1.282001482671317,105195.53088482731,322.4094490181069,-0.0067720959039325734,-144.55353246493905
304.0,0.005,0.0016611738296059,0.55,1.285202246044497,105314.27022824773,5.5,4.985531520104278,1.285202246044497,105314.27022824773,1.2626520959798724,105616.69713356248,False,False,1.281323527710827,105304.50413294662,322.82393907751975,-0.01990619171709751,314.28635616581596
304.5,0.005,0.001667435075565,0.55,1.2857576735319027,105408.8694154915,5.5,5.052853595819431,1.2857576735319027,105408.8694154915,1.2824089387105322,105186.30255879606,False,False,1.2816219564730231,105381.94175923875,323.0258712667111,0.0005295853508735515,-213.6887923436443
305.0,0.005,0.0016730512604803,0.55,1.2863121649884894,105493.73903951002,5.5,5.112412762986337,1.2863121649884894,105493.73903951002,1.2952852078701511,105830.37769706069,False,False,1.2837899059782925,105518.05208309575,323.1851374597211,0.013108181007086328,360.92408249361324
305.5,0.005,0.0016781002169023,0.55,1.286865814952339,105569.97337036162,5.5,5.165261837783652,1.286865814952339,105569.97337036162,1.2906757921709764,105341.07798148708,False,False,1.284518020866762,105577.55242452999,323.2806948480792,0.0063322670332730535,-250.68555205049051
306.0,0.005,0.0016826485726421,0.55,1.2874187068568987,105638.52397260524,5.5,5.212276812518152,1.2874187068568987,105638.52397260524,1.2814092407602409,105529.86124302087,False,False,1.2845994849779203,105630.25185301852,323.43235839051425,-0.0036617843751787227,-115.42880306893494
306.5,0.005,0.0016867537461179,0.55,1.287970914565879,105700.2224680867,5.5,5.254193889139754,1.287970914565879,105700.2224680867,1.287822154849376,106269.0124324564,False,False,1.2861988179757524,105748.03253513917,323.60228495301516,0.0026701651610179233,576.2930234504747
307.0,0.005,0.0016904655057125,0.55,1.2885225036482604,105755.79879203298,5.5,5.291637156471977,1.2885225036482604,105755.79879203298,1.2960905044506406,105850.89020846848,False,False,1.287605722617649,105815.62773251267,323.64126374107894,0.009340405097499671,52.03205032325059
307.5,0.005,0.0016938272059586,0.55,1.2890735324472673,105805.89602043088,5.5,5.32513964784127,1.2890735324472673,105805.89602043088,1.2614693538207251,105838.82371224168,False,False,1.28589691476621,105823.4534518301,323.8691080222814,-0.026686912617370107,-21.018642122115125
308.0,0.005,0.0016968767799989,0.55,1.2896240529839342,105851.08254723846,5.5,5.35515961767318,1.2896240529839342,105851.08254723846,1.2883786875158678,106523.69732974208,False,False,1.287551978032953,105929.30531206969,323.99537075497676,0.001931169279938194,656.8161627272348
308.5,0.005,0.0016996475453928,0.55,1.2901741117263688,105891.86218411,5.5,5.382093301153943,1.2901741117263688,105891.86218411,1.295606113198183,106000.26918632006,False,False,1.2887816683444526,105975.6739812594,323.9902461295056,0.00750464079977653,37.7934478627285
309.0,0.005,0.0017021688649996,0.55,1.2907237502488689,105928.68261083968,5.5,5.406285044122634,1.2907237502488689,105928.68261083968,1.297545036501211,105683.84141852111,False,False,1.2895525885516639,105985.54442440595,323.92828873294343,0.008214397137752183,-320.5468605819915
309.5,0.005,0.0017044666939384,0.55,1.2912730057998791,105961.94250145416,5.5,5.428035437372718,1.2912730057998791,105961.94250145416,1.3082803078699794,106182.3309009425,False,False,1.2918587663367587,106052.5474943099,323.857285306828,0.018178898766070928,169.01470970828086
310.0,0.005,0.0017065640359809,0.55,1.2918219117938825,105991.99757583089,5.5,5.447607916260728,1.2918219117938825,105991.99757583089,1.303172368584847,105637.49330072846,False,False,1.2926713266947962,106047.48837259969,323.7446693865084,0.010765576461559068,-436.4257309087843
310.5,0.005,0.0017084813272072,0.55,1.2923704982393478,106019.16577134958,5.5,5.465234165643562,1.2923704982393478,106019.16577134958,1.2954961265868103,106357.66073297276,False,False,1.2938255057906423,106099.0735365193,323.7640651278396,0.002276789902293963,288.3137820284319
311.0,0.005,0.0017102367606933,0.55,1.2929187921125656,106043.73168767896,5.5,5.48111858443487,1.2929187921125656,106043.73168767896,1.29593855217372,106405.52501562504,False,False,1.294922174156447,106145.00599947757,323.7729680958522,0.0015655991554399673,289.50268620629504
311.5,0.005,0.0017118465629807,0.55,1.293466817685402,106065.95042644412,5.5,5.495442002345708,1.293466817685402,106065.95042644412,1.301336271165348,105894.06267288176,False,False,1.2955744146934158,106140.66984441293,323.6816775568424,0.005867155217810671,-263.5392322488042
312.0,0.005,0.0017133252308063,0.55,1.294014596813601,106086.05092350412,5.5,5.508364796311367,1.294014596813601,106086.05092350412,1.2886213268661777,105897.68036871895,False,False,1.2951277273641044,106119.99778674946,323.67208877972536,-0.007500019509417255,-255.9969347610895
312.5,0.005,0.0017146857348374,0.55,1.294562149191128,106104.23885297772,5.5,5.520029520793019,1.294562149191128,106104.23885297772,1.2941602686416962,106157.190131683,False,False,1.2955813733992838,106135.06503759946,323.66375258204806,-0.0015146141732302887,22.226599107758375
313.0,0.005,0.0017159396958258,0.55,1.2951094925751572,106120.69916762057,5.5,5.530563141223272,1.2951094925751572,106120.69916762057,1.3041718826059423,106124.94571315424,False,False,1.2967614031705903,106156.88020295347,323.58902440569335,0.008043526664402112,-23.657637835625792
313.5,0.005,0.0017170975375645,0.55,1.2956566429855632,106135.5983286912,5.5,5.540078941023451,1.2956566429855632,106135.5983286912,1.315231095134514,105842.29204363129,False,False,1.2983219828271872,106161.21833603556,323.4154323897386,0.017922999553062535,-326.06352019937185
314.0,0.005,0.0017181686202144,0.55,1.296203614882194,106149.08626932056,5.5,5.548678158230449,1.296203614882194,106149.08626932056,1.2946109418248766,106319.51262921622,False,False,1.2987289789654028,106180.52555801041,323.42552098276656,-0.004257574507456452,147.22737461228098
314.5,0.005,0.0017191613569348,0.55,1.296750421322705,106161.29812808277,5.5,5.556451396678608,1.296750421322705,106161.29812808277,1.2962664144294065,105548.7354192036,False,False,1.2980959962360175,106125.74808743347,323.3344174658907,-0.003008890272050646,-641.0329910087312
315.0,0.005,0.001720083316237,0.55,1.2972970741033325,106172.3557835521,5.5,5.563479848056395,1.2972970741033325,106172.3557835521,1.299281876041209,106042.497946075,False,False,1.298554376643324,106131.86102127195,323.2981846748866,0.0006390040860844159,-97.67743441576022
315.5,0.005,0.0017209413120765,0.55,1.297843583884653,106182.36921582062,5.5,5.569836354394398,1.297843583884653,106182.36921582062,1.3112756208247336,106061.18692636356,False,False,1.299987740226258,106153.6657915601,323.1930317729922,0.012174459520164715,-84.52231039064645
316.0,0.005,0.0017217414833648,0.55,1.298389960304092,106191.43771700875,5.5,5.575586335198478,1.298389960304092,106191.43771700875,1.2980868272682005,106109.458051552,False,False,1.3002502380578094,106157.00654277354,323.1717808166366,-0.0024473884456517325,-55.991516874870285
316.5,0.005,0.0017224893643183,0.55,1.2989362120767056,106199.65096955244,5.5,5.580788599190623,1.2989362120767056,106199.65096955244,1.313629802441417,106291.81814116516,False,False,1.3020388087713244,106196.80052939743,323.078744956888,0.012833139508857228,123.34384557727026
317.0,0.005,0.0017231899468393,0.55,1.2994823470855656,106207.09000835528,5.5,5.585496057212425,1.2994823470855656,106207.09000835528,1.2898157749112782,105838.68328042953,False,False,1.3009958447739365,106153.47270155344,323.07177341664203,-0.012768958467870073,-365.8244709067949
317.5,0.005,0.0017238477359451,0.55,1.300028372462908,106213.82808064736,5.5,5.5897563500991465,1.300028372462908,106213.82808064736,1.298168009505538,106390.3826056181,False,False,1.3015890304760416,106182.00077149212,323.0875732737654,-0.0033742355849544214,225.1064571759198
318.0,0.005,0.0017244667991131,0.55,1.300574294663056,106219.93141550792,5.5,5.593612403102581,1.300574294663056,106219.93141550792,1.2985926430962005,106165.8852109114,False,False,1.301805109529242,106184.11226075524,323.0681258470011,-0.0035424815191844594,-25.220221948780818
