t_s,qin_m3s,qout_m3s,u,L_m,P_Pa,n_in_mols,n_out_mols,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing,L_est_m,P_est_Pa,n_est_mol,res_L,res_P
83.0,0.004,0.0014765789808684,0.55,1.068625995562289,103949.84632993996,4.0,4.098669118851134,1.068625995562289,103949.84632993996,1.051015800819015,103654.22745262209,False,False,1.063692411340559,103873.64321838768,343.92850182356756,-0.014223915398880571,-254.7093460851902
83.5,0.004,0.0014768027582131,0.55,1.06904652843592,103949.83507804111,4.0,4.0986603313297065,1.06904652843592,103949.83507804111,1.076395795528504,104110.2488693858,False,False,1.0654597588031154,103913.7125723317,343.8540840250715,0.012281596258384653,227.5315460432903
84.0,0.004,0.0014770264819709,0.55,1.0694670240222584,103949.82382950284,4.0,4.098651546480028,1.0694670240222584,103949.82382950284,1.06923258483671,104123.00386126038,False,False,1.0664346871296277,103936.90650160868,343.8165710400044,0.0033516250967879913,205.0059115421318
84.5,0.004,0.0014772501521655,0.55,1.069887482330231,103949.8125842496,4.0,4.098642764235277,1.069887482330231,103949.8125842496,1.0706019007731566,103756.8459591684,False,False,1.0669385046619757,103929.5541360316,343.7332061853985,0.0037463475598651375,-181.5883941083157
85.0,0.004,0.0014774737688211,0.55,1.0703079033687606,103949.8013422144,4.0,4.098633984536482,1.0703079033687606,103949.8013422144,1.0627847886443047,104136.46620277,False,False,1.0672356433054457,103941.54290068705,343.7380309556616,-0.004574615768546675,204.51312344209873
85.5,0.004,0.0014776973319625,0.55,1.070728287146767,103949.79010333818,4.0,4.098625207331386,1.070728287146767,103949.79010333818,1.075276128776736,104121.34647952535,False,False,1.0685409012691156,103964.58123738327,343.66120130285515,0.0076197402370015155,178.82741129558417
86.0,0.004,0.0014779208416149,0.55,1.0711486336731644,103949.77886756852,4.0,4.098616432573844,1.0711486336731644,103949.77886756852,1.0657556601782912,103414.85434295266,False,False,1.067970780644023,103918.85634348342,343.57686196605454,-0.0032056243810643092,-547.9745125515037
86.5,0.004,0.0014781442978041,0.55,1.0715689429568638,103949.76763485908,4.0,4.098607660222992,1.0715689429568638,103949.76763485908,1.070139910871896,103856.14850972447,False,False,1.0684543481388922,103919.71645587297,343.52304048764165,0.0017482081439186281,-66.3763898278703
87.0,0.004,0.001478367700556,0.55,1.0719892150067711,103949.75640516884,4.0,4.098598890242638,1.0719892150067711,103949.75640516884,1.060906607084956,104074.29408250518,False,False,1.0683917668544527,103924.97840712692,343.54776844156675,-0.007968610867061576,151.01237856682565
87.5,0.004,0.001478591049897,0.55,1.0724094498317882,103949.74517846137,4.0,4.098590122600767,1.0724094498317882,103949.74517846137,1.0602484222297062,103777.82246781218,False,False,1.0678850971287621,103906.86756272214,343.54726390500093,-0.008564163804024139,-150.09532044523803
88.0,0.004,0.0014788143458538,0.55,1.0728296474408126,103949.73395470448,4.0,4.098581357268968,1.0728296474408126,103949.73395470448,1.0861849659938128,103308.05439401417,False,False,1.0690453945889082,103888.77626645494,343.3515236897349,0.01787881100482469,-603.910496442375
88.5,0.004,0.0014790375884531,0.55,1.073249807842737,103949.72273386946,4.0,4.098572594222115,1.073249807842737,103949.72273386946,1.0681787607973523,103864.81831742964,False,False,1.0693158306348853,103892.24136810399,343.3312940868135,-0.0012877816475962423,-31.216562591856928
89.0,0.004,0.0014792607777221,0.55,1.07366993104645,103949.71151593098,4.0,4.098563833437827,1.07366993104645,103949.71151593098,1.076586734610008,104175.3394639134,False,False,1.0706822753843819,103927.32111845647,343.2870878459304,0.006849817289314553,276.2545700487244
89.5,0.004,0.0014794839136879,0.55,1.0740900170608352,103949.70030086636,4.0,4.098555074896304,1.0740900170608352,103949.70030086636,1.0737521127131615,104423.8219766103,False,False,1.0719740059896374,103969.25910635576,343.27417598486915,0.0026492470636514387,493.8451284849434
90.0,0.004,0.0014797069963781,0.55,1.0745100658947722,103949.68908865556,4.0,4.098546318579882,1.0745100658947722,103949.68908865556,1.0700986138671502,103292.45429027936,False,False,1.0713156361742542,103914.73292094642,343.1712925600316,-0.0022954205731540167,-674.487078031103
90.5,0.004,0.0014799300258201,0.55,1.0749300775571355,103949.67787928072,4.0,4.098537564472907,1.0749300775571355,103949.67787928072,1.0698504678537633,104733.67428295,False,False,1.0726392547460042,103976.4148043439,343.2198044681592,-0.0018858365697111967,814.7876291753782
91.0,0.004,0.0014801530020416,0.55,1.0753500520567951,103949.66667272586,4.0,4.098528812561487,1.0753500520567951,103949.66667272586,1.0816508779712513,103611.52577341707,False,False,1.0733194954598666,103956.77514416327,343.0752350657982,0.008591729980442775,-361.7243127715483
91.5,0.004,0.0014803759250704,0.55,1.075769989402617,103949.65546897672,4.0,4.0985200628331055,1.075769989402617,103949.65546897672,1.072751313357278,104236.74673021706,False,False,1.0740226031075455,103975.42194566819,343.054337313621,-0.0009882240173439971,280.81847628732794
92.0,0.004,0.0014805987949342,0.55,1.0761898896034612,103949.64426802057,4.0,4.098511315276685,1.0761898896034612,103949.64426802057,1.0746754531217482,104319.90368918088,False,False,1.0749174043928937,103998.24446191645,343.0247040187239,0.00023306892132701762,347.5351770285488
92.5,0.004,0.001480821611661,0.55,1.0766097526681844,103949.63306984608,4.0,4.098502569882276,1.0766097526681844,103949.63306984608,1.0768319682401293,104244.53825988622,False,False,1.075794932378935,104012.86507918818,342.97000597149554,0.0014951046423499204,252.03900402037834
93.0,0.004,0.0014810443752788,0.55,1.077029578605638,103949.62187444296,4.0,4.098493826641064,1.077029578605638,103949.62187444296,1.088794661808158,103994.50741831108,False,False,1.0772738467771181,104019.45525612975,342.8182684941301,0.012580503141516264,-10.89146526507102
93.5,0.004,0.0014812670858155,0.55,1.0774493674246686,103949.61068180203,4.0,4.09848508554502,1.0774493674246686,103949.61068180203,1.084254477171,103601.18538299568,False,False,1.0777145371637427,103988.59711165153,342.6648938989758,0.006561604828489109,-410.0226720570354
94.0,0.004,0.0014814897432993,0.55,1.0778691191341188,103949.59949191508,4.0,4.098476346586999,1.0778691191341188,103949.59949191508,1.0816951218113986,104137.56712831093,False,False,1.0786393112023467,103999.54988806069,342.59253596602593,0.0035612706740133504,153.59359867971216
94.5,0.004,0.0014817123477582,0.55,1.0782888337428258,103949.5883047746,4.0,4.098467609760572,1.0782888337428258,103949.5883047746,1.0726531198092937,103735.01835174196,False,False,1.0781723665290943,103966.91955186459,342.539788136146,-0.006405307311035946,-258.6136808821757
95.0,0.004,0.0014819348992204,0.55,1.0787085112596224,103949.57712037384,4.0,4.098458875059924,1.0787085112596224,103949.57712037384,,103192.76863734264,True,False,1.0774854369876292,103906.48247939946,342.42115133821864,,-772.0855289766187
95.5,0.004,0.001482157397714,0.55,1.0791281516933366,103949.56593870664,4.0,4.098450142479786,1.0791281516933366,103949.56593870664,1.0886234510106896,104798.23552882152,False,False,1.0801183430346124,103991.16021443042,342.3914645439893,0.01071780643555953,886.6232643273543
96.0,0.004,0.0014823798432671,0.55,1.079547755052792,103949.55475976747,4.0,4.098441412015365,1.079547755052792,103949.55475976747,1.0892122263950008,104161.98536635569,False,False,1.0815618185320415,104009.93888883245,342.2839978935955,0.008674809266297379,175.762359790373
96.5,0.004,0.0014826022359079,0.55,1.0799673213468075,103949.54358355126,4.0,4.098432683662358,1.0799673213468075,103949.54358355126,1.078560237355574,104494.96672209722,False,False,1.0823359103742245,104035.2158124405,342.2763710673547,-0.0034203286733609506,492.1831087508326
97.0,0.004,0.0014828245756646,0.55,1.0803868505841967,103949.53241005332,4.0,4.098423957416811,1.0803868505841967,103949.53241005332,1.085805689000232,103676.045567805,False,False,1.0825600422022414,104002.81006522174,342.14347088592524,0.003051366991908333,-349.04579545960587
97.5,0.004,0.0014830468625653,0.55,1.080806342773769,103949.52123926942,4.0,4.098415233275081,1.080806342773769,103949.52123926942,1.0886207733126232,104389.772086293,False,False,1.0839962410313062,104032.41270921778,342.0723777453635,0.005641996268727079,393.2841369540256
98.0,0.004,0.0014832690966383,0.55,1.0812257979243294,103949.51007119556,4.0,4.098406511233885,1.0812257979243294,103949.51007119556,1.0895376424509793,104426.47081864026,False,False,1.0853960529669966,104058.72764098857,341.99465318926383,0.005123106548053924,403.8652556303714
98.5,0.004,0.0014834912779117,0.55,1.0816452160446774,103949.49890582812,4.0,4.098397791290102,1.0816452160446774,103949.49890582812,1.090859050777142,104415.86376317848,False,False,1.0867412235457505,104079.39888488468,341.9047189786876,0.00504510422815474,370.0291422971786
99.0,0.004,0.0014837134064136,0.55,1.0820645971436085,103949.48774316376,4.0,4.098389073440926,1.0820645971436085,103949.48774316376,1.0775084206369971,103943.12584320012,False,False,1.0861609442720161,104043.63211433275,341.85530290158596,-0.009650360132100078,-120.96219049603678
99.5,0.004,0.0014839354821722,0.55,1.0824839412299132,103949.47658319928,4.0,4.09838035768377,1.0824839412299132,103949.47658319928,1.0976336710565604,103588.7379700765,False,False,1.086954122568216,104012.43790300864,341.6597795529251,0.011054741170135163,-443.75895844698243
100.0,0.004,0.0014841575052157,0.55,1.0829032483123773,103949.46542593176,4.0,4.098371644016123,1.0829032483123773,103949.46542593176,1.07043731772952,103896.27158387266,False,False,1.085766436788733,103976.89106520687,341.68226681717687,-0.01693505013644714,-108.68660417833598
100.5,0.004,0.0014843794755722,0.55,1.083322518399782,103949.45427135837,4.0,4.0983629324357285,1.083322518399782,103949.45427135837,1.0919397491697185,103288.62353722838,False,False,1.0857854050477644,103929.46523422243,341.52419612004445,0.005754586197620037,-684.9906785836502
101.0,0.004,0.0014846013932698,0.55,1.0837417515009036,103949.44311947656,4.0,4.098354222940416,1.0837417515009036,103949.44311947656,1.0886810722912112,103438.83940265547,False,False,1.0857742667865686,103898.20322420419,341.42277048195956,0.0024764399551355787,-492.99122757850273
101.5,0.004,0.0014848232583366,0.55,1.0841609476245142,103949.4319702838,4.0,4.098345515528177,1.0841609476245142,103949.4319702838,1.0928971387597592,103977.0136046289,False,False,1.0868650113681892,103917.55515901084,341.3585509383163,0.006703311717553007,72.69759050532593
102.0,0.004,0.0014850450708007,0.55,1.0845801067793808,103949.42082377782,4.0,4.098336810197082,1.0845801067793808,103949.42082377782,1.103370189850348,103652.00128404736,False,False,1.0883147209654374,103920.32723990358,341.1977767360194,0.016085920334097947,-269.34226688918716
102.5,0.004,0.0014852668306902,0.55,1.0849992289742658,103949.4096799563,4.0,4.098328106945326,1.0849992289742658,103949.4096799563,1.0998436837080523,103900.07562331988,False,False,1.0896563136238886,103935.07971288647,341.08897984806913,0.011109862265928028,-23.70506719047262
103.0,0.004,0.0014854885380331,0.55,1.085418314217927,103949.39853881711,4.0,4.098319405771139,1.085418314217927,103949.39853881711,1.0739665451460338,103916.69861339671,False,False,1.0886676457853726,103916.35634960808,341.143384320924,-0.01610859397561004,-20.065901468216907
103.5,0.004,0.0014857101928574,0.55,1.085837362519117,103949.38740035825,4.0,4.098310706672887,1.085837362519117,103949.38740035825,1.0689506467164387,104528.60551491375,False,False,1.0881551209859985,103941.53859826516,341.2861253054275,-0.020136110449863853,608.3203647630289
104.0,0.004,0.0014859317951912,0.55,1.0862563738865854,103949.37626457766,4.0,4.098302009648968,1.0862563738865854,103949.37626457766,1.0944252644771233,104338.66423550296,False,False,1.0895926437432895,103978.60784869613,341.23929348408217,0.005851253792191313,396.2081894019939
104.5,0.004,0.0014861533450625,0.55,1.086675348329075,103949.36513147345,4.0,4.098293314697841,1.086675348329075,103949.36513147345,1.0765252241703158,103935.9033562246,False,False,1.088805354814404,103956.33103007839,341.2584731641344,-0.01348578993462568,-39.207704760468914
105.0,0.004,0.0014863748424992,0.55,1.0870942858553252,103949.35400104374,4.0,4.098284621818007,1.0870942858553252,103949.35400104374,1.08697023196885,104312.02386129454,False,False,1.0894975982414425,103979.21814806243,341.25244033360076,-0.0022537984106303366,356.54033582068223
105.5,0.004,0.0014865962875293,0.55,1.0875131864740704,103949.34287328676,4.0,4.0982759310080565,1.0875131864740704,103949.34287328676,1.0959104612441224,103715.42892987964,False,False,1.0900878313500881,103963.42828228859,341.1314255922171,0.005994490713759459,-260.220497025206
106.0,0.004,0.0014868176801807,0.55,1.0879320501940402,103949.33174820068,4.0,4.098267242266563,1.0879320501940402,103949.33174820068,1.0714940766821843,103848.2626409722,False,False,1.0887322856304775,103930.9302783334,341.18365314947135,-0.019012241921513517,-113.46918435241969
106.5,0.004,0.0014870390204814,0.55,1.0883508770239598,103949.32062578382,4.0,4.098258555592152,1.0883508770239598,103949.32062578382,1.067251072480865,104222.38791881903,False,False,1.087657671636256,103928.73387786336,341.3023786749975,-0.021900164276584366,289.2743951065204
107.0,0.004,0.0014872603084592,0.55,1.08876966697255,103949.3095060345,4.0,4.098249870983519,1.08876966697255,103949.3095060345,1.0913626571759223,103576.8113327632,False,False,1.0878942837574783,103908.87361388435,341.20943380816357,0.0032859161157605676,-354.3710171983839
107.5,0.004,0.0014874815441419,0.55,1.0891884200485262,103949.29838895104,4.0,4.098241188439348,1.0891884200485262,103949.29838895104,1.0896322789446593,103865.60417046097,False,False,1.0883633857313528,103911.70333353161,341.16376000977124,0.0013187359888353622,-48.0974540389434
108.0,0.004,0.0014877027275575,0.55,1.0896071362606,103949.28727453185,4.0,4.098232507958356,1.0896071362606,103949.28727453185,1.0871491055467808,103553.03351650544,False,False,1.0881684764877495,103887.48771257841,341.10708776609187,-0.0016334678439500205,-363.1573944873817
108.5,0.004,0.0014879238587338,0.55,1.0900258156174776,103949.27616277526,4.0,4.098223829539306,1.0900258156174776,103949.27616277526,1.0904111632551798,103984.51788512366,False,False,1.0888607153725742,103903.63271982985,341.07899366978467,0.0018232247722600459,89.6291753052501
109.0,0.004,0.0014881449376984,0.55,1.0904444581278612,103949.26505367972,4.0,4.098215153180916,1.0904444581278612,103949.26505367972,1.0818393020541883,104439.01978035654,False,False,1.0893365009760092,103939.38326914082,341.14058627678435,-0.007440642612821291,529.9306923851982
109.5,0.004,0.0014883659644794,0.55,1.090863063800448,103949.2539472437,4.0,4.098206478881973,1.090863063800448,103949.2539472437,1.0757281197277269,103723.6248805134,False,False,1.0882733591791833,103908.05165354551,341.1623190500368,-0.014027189404824725,-216.92983584676404
110.0,0.004,0.0014885869391042,0.55,1.0912816326439303,103949.24284346562,4.0,4.098197806641319,1.0912816326439303,103949.24284346562,1.0896150841351273,104017.00669223975,False,False,1.0889073101202245,103921.7287392608,341.1329363714793,0.0009224905809896988,104.02888245119539
110.5,0.004,0.0014888078616008,0.55,1.091700164666997,103949.23174234394,4.0,4.098189136457705,1.091700164666997,103949.23174234394,1.0819830777565032,103680.035171853,False,False,1.0883788659915834,103898.31635700018,341.1179941509811,-0.007343265573129143,-244.9779059207067
111.0,0.004,0.0014890287319968,0.55,1.0921186598783308,103949.22064387718,4.0,4.098180468329964,1.0921186598783308,103949.22064387718,1.0756838466542198,103604.35596090509,False,False,1.0872861525340025,103866.9147880976,341.14287759749664,-0.013114347709207275,-300.0568074867333
111.5,0.004,0.0014892495503199,0.55,1.0925371182866108,103949.2095480638,4.0,4.0981718022569495,1.0925371182866108,103949.2095480638,1.0975939290005436,103578.45469196128,False,False,1.0881613330944935,103866.48590088333,341.03896647423136,0.009888017611942468,-298.3465977728483
112.0,0.004,0.0014894703165977,0.55,1.092955539900511,103949.19845490236,4.0,4.098163138237469,1.092955539900511,103949.19845490236,1.0923415536162893,104385.62407932522,False,False,1.0895663888756826,103918.25355047378,341.0442979567272,0.0037605347062414918,509.19954701401
112.5,0.004,0.0014896910308579,0.55,1.0933739247287015,103949.18736439131,4.0,4.0981544762703885,1.0933739247287015,103949.18736439131,1.0974392100950296,104657.9180055766,False,False,1.0915838793878636,103984.94262709055,341.02660058060013,0.007453809434509573,735.9648386646877
113.0,0.004,0.0014899116931281,0.55,1.0937922727798468,103949.17627652924,4.0,4.098145816354574,1.0937922727798468,103949.17627652924,1.0838993233655874,104094.0893881209,False,False,1.0914587028700324,103979.5150059775,341.02347709860334,-0.0081026839131626,113.40330035364605
113.5,0.004,0.0014901323034358,0.55,1.0942105840626075,103949.16519131463,4.0,4.098137158488856,1.0942105840626075,103949.16519131463,1.0876299961442408,103734.27730057343,False,False,1.0911974423429869,103953.00054427689,340.96714186084483,-0.004246902997939284,-241.62518532310787
114.0,0.004,0.0014903528618087,0.55,1.0946288585856394,103949.15410874608,4.0,4.098128502672124,1.0946288585856394,103949.15410874608,1.0846384283134378,104160.62159904905,False,False,1.09129287901174,103959.71828560242,340.9779884155473,-0.006977513718195771,208.0799499307468
114.5,0.004,0.0014905733682743,0.55,1.0950470963575938,103949.14302882209,4.0,4.098119848903264,1.0950470963575938,103949.14302882209,1.086180677687013,103848.84597091917,False,False,1.0910954851053565,103943.81868523033,340.94897552568335,-0.005530621524935775,-109.61286503559677
115.0,0.004,0.00149079382286,0.55,1.095465297387117,103949.13195154122,4.0,4.098111197181119,1.095465297387117,103949.13195154122,1.0974193765646112,104189.55145580244,False,False,1.092339260024331,103969.56884137775,340.8876219392046,0.005905285598456489,245.09597672212112
115.5,0.004,0.0014910142255935,0.55,1.0958834616828514,103949.12087690204,4.0,4.098102547504612,1.0958834616828514,103949.12087690204,1.088053715519502,104036.41896836188,False,False,1.0924468462196124,103966.71934105757,340.86566639286036,-0.004703768294099797,69.28533964000235
116.0,0.004,0.0014912345765021,0.55,1.0963015892534345,103949.10980490311,4.0,4.098093899872609,1.0963015892534345,103949.10980490311,1.0998622521416372,104033.02105015964,False,False,1.0935520019892042,103977.95734467974,340.7729349159133,0.006997161496465232,68.3985319003259
116.5,0.004,0.0014914548756133,0.55,1.096719680107499,103949.098735543,4.0,4.098085254283996,1.096719680107499,103949.098735543,1.1001172393616812,104131.2815533556,False,False,1.0947003721766906,103993.42707266932,340.68897150547645,0.006147209048483537,156.76101463274972
117.0,0.004,0.0014916751229545,0.55,1.0971377342536732,103949.08766882031,4.0,4.098076610737685,1.0971377342536732,103949.08766882031,1.1173893441224745,103775.23957772716,False,False,1.0967389520972257,103998.64784436117,340.4670096987291,0.0222712079857037,-212.91093360930972
117.5,0.004,0.0014918953185531,0.55,1.097555751700581,103949.07660473356,4.0,4.098067969232575,1.097555751700581,103949.07660473356,1.0836278612419128,103827.76625779973,False,False,1.0957853335386272,103964.45880132064,340.4668774523934,-0.013528620515212308,-164.97645744291367
118.0,0.004,0.0014921154624365,0.55,1.0979737324568415,103949.06554328134,4.0,4.098059329767544,1.0979737324568415,103949.06554328134,1.106852756235192,103432.69186626514,False,False,1.0964163137493523,103935.78157734405,340.2990134927006,0.010649448482186186,-529.9263996959489
118.5,0.004,0.001492335554632,0.55,1.0983916765310695,103949.05448446228,4.0,4.098050692341489,1.0983916765310695,103949.05448446228,1.0974967969121854,103816.49365202624,False,False,1.096732546423942,103929.16836438431,340.2403009865251,0.0006622615851625824,-120.87120486370986
119.0,0.004,0.001492555595167,0.55,1.098809583931875,103949.04342827492,4.0,4.098042056953367,1.098809583931875,103949.04342827492,1.098669286630565,103522.34362125548,False,False,1.0967440893448528,103902.97508948618,340.15319780250775,0.0015184765989799676,-409.20005741299246
119.5,0.004,0.0014927755840687,0.55,1.0992274546678635,103949.0323747179,4.0,4.098033423602055,1.0992274546678635,103949.0323747179,1.0847288164487974,103905.62801500592,False,False,1.0960979385346725,103893.64534471833,340.1983524285188,-0.012433812528629407,-2.8726125766552286
120.0,0.004,0.0014929955213645,0.55,1.099645288747636,103949.02132378976,4.0,4.098024792286474,1.099645288747636,103949.02132378976,1.0950433506203894,103661.73203897387,False,False,1.096078911803269,103880.92999106212,340.1589449225706,-0.0014732833493296127,-238.56534505415766
120.5,0.004,0.0014932154070816,0.55,1.100063086179789,103949.01027548913,4.0,4.098016163005513,1.100063086179789,103949.01027548913,1.1074950588142287,103979.38060158552,False,False,1.0975542563666185,103908.72479524213,340.0770943682977,0.010997315210319325,90.26108861535613
121.0,0.004,0.0014934352412472,0.55,1.1004808469729146,103948.99922981454,4.0,4.098007535758118,1.1004808469729146,103948.99922981454,1.0996560632527417,104084.97102173926,False,False,1.0983405978466065,103928.21017903894,340.0487147600985,0.0016833995586491568,171.41477603037492
121.5,0.004,0.0014936550238885,0.55,1.1008985711356,103948.9881867646,4.0,4.097998910543174,1.1008985711356,103948.9881867646,1.1017091148397125,103522.95141544516,False,False,1.0984766405728899,103904.00065821776,339.953562944749,0.002950384965358932,-407.74534218746703
122.0,0.004,0.0014938747550328,0.55,1.1013162586764278,103948.97714633802,4.0,4.097990287359582,1.1013162586764278,103948.97714633802,1.0984090918704223,103704.99341806424,False,False,1.0985860830739724,103893.71210233922,339.90707937082755,-0.0004859246478878809,-204.40688584849704
122.5,0.004,0.0014940944347071,0.55,1.1017339096039769,103948.96610853326,4.0,4.0979816662063415,1.1017339096039769,103948.96610853326,1.1132796070738395,103665.97253798264,False,False,1.0999164744424206,103899.83379567643,339.77124011345154,0.014275048876446705,-234.38137492793612
123.0,0.004,0.0014943140629387,0.55,1.1021515239268205,103948.95507334902,4.0,4.097973047082287,1.1021515239268205,103948.95507334902,1.1019367982563852,104172.90310087254,False,False,1.1008210609428482,103927.38246593114,339.7553205848927,0.0016020307602799821,267.1684618002182
123.5,0.004,0.0014945336397545,0.55,1.1025691016535275,103948.94404078386,4.0,4.097964429986394,1.1025691016535275,103948.94404078386,1.0805649449287071,104460.8526489999,False,False,1.1001696578447986,103944.90631019836,339.8889597713114,-0.02067403834767889,530.8898447645915
124.0,0.004,0.0014947531651818,0.55,1.102986642792664,103948.93301083636,4.0,4.097955814917564,1.102986642792664,103948.93301083636,1.096065917287919,104204.39399544727,False,False,1.1005409253939475,103959.25005387023,339.8923400566068,-0.004521535272767441,259.007820442479
124.5,0.004,0.0014949726392476,0.55,1.1034041473527894,103948.9219835052,4.0,4.097947201874706,1.1034041473527894,103948.9219835052,1.0837161812819869,103844.09630519547,False,False,1.0993375743248386,103929.22360829604,339.9351927285786,-0.017242354889635214,-113.9170002930332
125.0,0.004,0.0014951920619788,0.55,1.1038216153424596,103948.91095878893,4.0,4.0979385908567885,1.1038216153424596,103948.91095878893,1.0713072311874945,104388.41287567976,False,False,1.0979260656807261,103931.91204641202,340.10940833291994,-0.028448376644109263,456.826677735211
125.5,0.004,0.0014954114334026,0.55,1.104239046770226,103948.8999366862,4.0,4.097929981862687,1.104239046770226,103948.8999366862,1.098937893272503,103494.66761575382,False,False,1.097819622468324,103902.12221508368,340.02439440610027,0.0005936981556129428,-439.2877568260883
126.0,0.004,0.001495630753546,0.55,1.104656441644635,103948.8889171956,4.0,4.0979213748913805,1.104656441644635,103948.8889171956,1.1179920401456622,104398.69633283402,False,False,1.1005663354478932,103967.37517739402,339.91592600333996,0.019753963913829775,490.9470488282386
126.5,0.004,0.0014958500224359,0.55,1.105073799974229,103948.87790031575,4.0,4.097912769941768,1.105073799974229,103948.87790031575,1.105544999035535,103752.0136384252,False,False,1.1010934939082209,103954.72398140842,339.8127695250631,0.0045611406939121135,-213.15499964782794
127.0,0.004,0.0014960692400992,0.55,1.1054911217675458,103948.86688604525,4.0,4.0979041670127945,1.1054911217675458,103948.86688604525,1.093765664693496,103114.77892149884,False,False,1.099749211101871,103882.56503837332,339.7343613242386,-0.007745439132911036,-839.2472473723028
127.5,0.004,0.0014962884065629,0.55,1.1059084070331189,103948.85587438272,4.0,4.097895566103359,1.1059084070331189,103948.85587438272,1.0965014083510944,104744.09729610814,False,False,1.100971327698964,103949.4463343951,339.80983739012794,-0.0036662931979141167,853.542143687926
128.0,0.004,0.0014965075218539,0.55,1.1063256557794765,103948.84486532684,4.0,4.097886967212417,1.1063256557794765,103948.84486532684,1.1176317880819764,104422.2517876239,False,False,1.103395065901593,104003.67118404798,339.70285112016813,0.016242784072183714,472.8715554636292
128.5,0.004,0.001496726585999,0.55,1.1067428680151432,103948.83385887613,4.0,4.097878370338937,1.1067428680151432,103948.83385887613,1.108319134249128,103639.2687407401,False,False,1.1037261800755664,103975.80135509736,339.5729996509261,0.0045071758013834895,-357.8669157294062
129.0,0.004,0.0014969455990252,0.55,1.107160043748639,103948.82285502928,4.0,4.097869775481794,1.107160043748639,103948.82285502928,1.1076400361642595,103999.52544930724,False,False,1.1044770788504426,103978.720931394,339.49449321400414,0.003496699434474726,26.94815675825521
129.5,0.004,0.0014971645609592,0.55,1.1075771829884793,103948.81185378492,4.0,4.097861182639965,1.1075771829884793,103948.81185378492,1.1070425651000988,103884.46201810894,False,False,1.104958259021017,103970.9219452343,339.41261600860116,0.0021484261979183294,-90.68365682993317
130.0,0.004,0.0014973834718279,0.55,1.1079942857431746,103948.80085514158,4.0,4.0978525918123765,1.1079942857431746,103948.80085514158,1.108378288358728,103979.46709613006,False,False,1.1056462333972563,103972.6610724928,339.3376344105725,0.0030029294469766654,11.192355763996602
130.5,0.004,0.001497602331658,0.55,1.1084113520212315,103948.78985909796,4.0,4.097844002997936,1.1084113520212315,103948.78985909796,1.1164654084906696,103503.8039278356,False,False,1.106338219771173,103947.32486773349,339.1738345638267,0.010402153848467766,-465.9995540219679
131.0,0.004,0.0014978211404764,0.55,1.1088283818311522,103948.77886565273,4.0,4.0978354161956085,1.1088283818311522,103948.77886565273,1.1143540548047128,103744.3306708527,False,False,1.107136836724579,103941.32330718594,339.0606492108106,0.0075986079000600615,-203.16544314459316
131.5,0.004,0.0014980398983097,0.55,1.109245375181434,103948.76787480444,4.0,4.097826831404355,1.109245375181434,103948.76787480444,1.111402422181679,,False,True,1.1078887647058462,103947.1257963094,338.99144183610605,0.0038483652472525165,
132.0,0.004,0.0014982586051846,0.55,1.10966233208057,103948.75688655172,4.0,4.097818248623081,1.10966233208057,103948.75688655172,1.0992336485046696,104015.5657375384,False,False,1.1076155717202483,103941.3652530261,339.00467544802905,-0.009072209359449523,68.2496032371564
132.5,0.004,0.0014984772611279,0.55,1.1100792525370484,103948.74590089322,4.0,4.097809667850734,1.1100792525370484,103948.74590089322,1.1151903401861456,104308.5174538952,False,False,1.1091475882529314,103979.17090572373,338.9483517834437,0.007157590716179607,366.2693508250086
133.0,0.004,0.0014986958661663,0.55,1.110496136559354,103948.7349178276,4.0,4.097801089086269,1.110496136559354,103948.7349178276,1.1036536657794291,103972.65999505571,False,False,1.1090524841368476,103968.14203300246,338.92354981719376,-0.005910568432127672,-2.861448365583783
133.5,0.004,0.0014989144203263,0.55,1.1109129841559662,103948.72393735344,4.0,4.097792512328629,1.1109129841559662,103948.72393735344,1.121851440914971,104653.49044312284,False,False,1.11144976589331,104032.71207545103,338.8528177099222,0.012382186627956315,687.6799238758977
134.0,0.004,0.0014991329236346,0.55,1.1113297953353605,103948.71295946938,4.0,4.097783937576749,1.1113297953353605,103948.71295946938,1.0986192871181193,103733.99349231878,False,False,1.1103466624020983,103985.01623181366,338.8268085621004,-0.013246361960364217,-288.69606296623533
134.5,0.004,0.0014993513761179,0.55,1.1117465701060074,103948.70198417414,4.0,4.0977753648295625,1.1117465701060074,103948.70198417414,1.1103703603432515,104026.5017017602,False,False,1.1107903083273734,103983.64294067393,338.7703147097002,-0.00039278167161804767,45.837721558564226
135.0,0.004,0.0014995697778026,0.55,1.1121633084763736,103948.69101146622,4.0,4.0977667940860805,1.1121633084763736,103948.69101146622,1.1120897256134608,103373.79564268618,False,False,1.1104813137579836,103935.03921723537,338.64818150126865,0.000882962085464678,-605.6568054644595
135.5,0.004,0.0014997881287153,0.55,1.112580010454921,103948.68004134436,4.0,4.097758225345145,1.112580010454921,103948.68004134436,1.0993335549484795,103572.740102715,False,False,1.109430739316841,103895.74908303784,338.64324326634255,-0.011564751704133736,-363.93499236233765
136.0,0.004,0.0015000064288827,0.55,1.112996676050107,103948.66907380716,4.0,4.097749658605803,1.112996676050107,103948.66907380716,1.130216392488672,104347.22686208658,False,False,1.1121724616858877,103959.4295854674,338.52940479650994,0.020368154409777572,445.0924512305355
